transaction_id,user_id,amount,transaction_type,status
1965,236,68685,CREDIT,SUCCESS
1966,233,61536,CREDIT,FAILED
1967,406,9138,DEBIT,FAILED
1968,235,71074,DEBIT,SUCCESS
1969,105,30226,CREDIT,FAILED
1970,480,44612,CREDIT,SUCCESS
1971,458,56507,CREDIT,SUCCESS
1972,351,98303,DEBIT,SUCCESS
1973,330,12313,CREDIT,SUCCESS
1974,463,57177,CREDIT,SUCCESS
1975,211,96973,CREDIT,SUCCESS
1976,484,32121,DEBIT,SUCCESS
1977,443,80458,DEBIT,SUCCESS
1978,479,6492,DEBIT,SUCCESS
1979,498,1958,DEBIT,SUCCESS
1980,239,56154,DEBIT,SUCCESS
1981,410,84932,DEBIT,SUCCESS
1982,103,23101,CREDIT,SUCCESS
1983,157,81412,DEBIT,FAILED
1984,306,88828,DEBIT,FAILED
1985,441,56648,CREDIT,SUCCESS
1986,375,90397,DEBIT,SUCCESS
1987,282,82071,CREDIT,SUCCESS
1988,377,45673,CREDIT,SUCCESS
1989,109,72462,DEBIT,SUCCESS
1990,219,29793,DEBIT,FAILED
1991,498,44668,CREDIT,SUCCESS
1992,379,82501,DEBIT,SUCCESS
1993,121,86954,CREDIT,SUCCESS
1994,239,85077,DEBIT,SUCCESS
1995,413,27279,CREDIT,SUCCESS
1996,131,29362,CREDIT,FAILED
1997,204,44210,DEBIT,SUCCESS
1998,422,62775,DEBIT,SUCCESS
1999,393,79289,CREDIT,SUCCESS
2000,350,53507,CREDIT,SUCCESS
2001,318,21372,CREDIT,SUCCESS
2002,392,53165,CREDIT,SUCCESS
2003,150,42164,CREDIT,SUCCESS
2004,405,82415,CREDIT,SUCCESS
2005,321,59076,DEBIT,FAILED
2006,138,34617,DEBIT,SUCCESS
2007,437,64789,CREDIT,SUCCESS
2008,448,51875,CREDIT,FAILED
2009,234,9223,DEBIT,SUCCESS
2010,383,5009,DEBIT,SUCCESS
2011,147,90845,DEBIT,SUCCESS
2012,429,95406,CREDIT,FAILED
2013,354,15496,CREDIT,SUCCESS
2014,438,4568,CREDIT,SUCCESS
2015,100,8696,CREDIT,SUCCESS
2016,166,3628,DEBIT,SUCCESS
2017,261,89294,DEBIT,SUCCESS
2018,304,45558,CREDIT,SUCCESS
2019,149,2974,DEBIT,SUCCESS
2020,139,38632,CREDIT,SUCCESS
2021,275,53136,CREDIT,SUCCESS
2022,204,7290,CREDIT,SUCCESS
2023,206,96280,DEBIT,SUCCESS
2024,188,72835,CREDIT,SUCCESS
2025,414,20799,DEBIT,FAILED
2026,473,85480,DEBIT,SUCCESS
2027,348,96703,DEBIT,SUCCESS
2028,346,73654,DEBIT,FAILED
2029,142,44774,DEBIT,SUCCESS
2030,156,46977,DEBIT,FAILED
2031,239,35318,CREDIT,SUCCESS
2032,256,53826,CREDIT,SUCCESS
2033,268,7430,DEBIT,FAILED
2034,434,29592,DEBIT,SUCCESS
2035,388,41353,CREDIT,SUCCESS
2036,373,44768,DEBIT,FAILED
2037,453,77564,CREDIT,SUCCESS
2038,375,91158,CREDIT,FAILED
2039,442,93166,CREDIT,FAILED
2040,169,30425,CREDIT,SUCCESS
2041,391,53702,CREDIT,SUCCESS
2042,461,48731,CREDIT,SUCCESS
2043,342,39812,CREDIT,SUCCESS
2044,375,20166,CREDIT,FAILED
2045,392,57466,CREDIT,SUCCESS
2046,370,40442,DEBIT,FAILED
2047,254,31206,CREDIT,SUCCESS
2048,289,8613,DEBIT,SUCCESS
2049,407,7336,CREDIT,SUCCESS
2050,453,78484,CREDIT,SUCCESS
2051,211,15184,CREDIT,SUCCESS
2052,350,76222,CREDIT,SUCCESS
2053,463,80208,CREDIT,SUCCESS
2054,343,10981,DEBIT,FAILED
2055,124,91264,DEBIT,SUCCESS
2056,304,36278,CREDIT,SUCCESS
2057,164,55091,DEBIT,FAILED
2058,227,21995,DEBIT,SUCCESS
2059,344,75622,DEBIT,SUCCESS
2060,190,89667,DEBIT,SUCCESS
2061,291,1567,DEBIT,SUCCESS
2062,184,69967,CREDIT,SUCCESS
2063,439,94145,CREDIT,SUCCESS
2064,166,45828,DEBIT,SUCCESS
2065,379,79672,CREDIT,SUCCESS
2066,328,40013,CREDIT,SUCCESS
2067,212,54913,CREDIT,SUCCESS
2068,210,77010,DEBIT,FAILED
2069,152,72201,DEBIT,SUCCESS
2070,380,17037,DEBIT,SUCCESS
2071,160,38127,CREDIT,SUCCESS
2072,420,46324,DEBIT,FAILED
2073,239,42924,CREDIT,SUCCESS
2074,277,55011,DEBIT,SUCCESS
2075,215,83078,CREDIT,FAILED
2076,265,78157,DEBIT,SUCCESS
2077,341,28452,DEBIT,SUCCESS
2078,316,82675,CREDIT,SUCCESS
2079,176,89940,DEBIT,FAILED
2080,110,48488,CREDIT,SUCCESS
2081,234,86575,CREDIT,FAILED
2082,255,13133,CREDIT,SUCCESS
2083,467,43910,CREDIT,FAILED
2084,166,24487,DEBIT,SUCCESS
2085,413,86216,DEBIT,SUCCESS
2086,435,71448,CREDIT,SUCCESS
2087,202,57037,DEBIT,SUCCESS
2088,101,10940,DEBIT,SUCCESS
2089,194,45543,DEBIT,SUCCESS
2090,212,34417,DEBIT,SUCCESS
2091,173,56399,DEBIT,SUCCESS
2092,128,71561,CREDIT,FAILED
2093,104,97677,CREDIT,SUCCESS
2094,131,67838,DEBIT,SUCCESS
2095,343,14235,DEBIT,SUCCESS
2096,251,35888,DEBIT,SUCCESS
2097,391,76052,CREDIT,SUCCESS
2098,476,43563,CREDIT,SUCCESS
2099,139,77016,CREDIT,SUCCESS
2100,383,19666,DEBIT,SUCCESS
2101,238,61512,DEBIT,SUCCESS
2102,490,41870,DEBIT,SUCCESS
2103,276,54685,CREDIT,SUCCESS
2104,321,19290,DEBIT,FAILED
2105,127,6528,CREDIT,SUCCESS
2106,430,72132,CREDIT,SUCCESS
2107,337,12395,DEBIT,SUCCESS
2108,246,78143,DEBIT,SUCCESS
2109,116,97720,CREDIT,SUCCESS
2110,189,6957,DEBIT,FAILED
2111,440,13513,CREDIT,SUCCESS
2112,177,55214,CREDIT,SUCCESS
2113,188,31721,DEBIT,FAILED
2114,179,28948,DEBIT,SUCCESS
2115,393,81916,DEBIT,SUCCESS
2116,240,21482,CREDIT,SUCCESS
2117,368,38035,CREDIT,SUCCESS
2118,101,39400,CREDIT,FAILED
2119,257,3045,DEBIT,FAILED
2120,124,66784,CREDIT,SUCCESS
2121,245,92644,CREDIT,SUCCESS
2122,171,95200,DEBIT,SUCCESS
2123,284,55076,CREDIT,SUCCESS
2124,466,66388,DEBIT,FAILED
2125,479,20871,CREDIT,FAILED
2126,290,28899,DEBIT,SUCCESS
2127,477,1378,CREDIT,SUCCESS
2128,190,69776,DEBIT,SUCCESS
2129,317,48753,DEBIT,FAILED
2130,395,7396,CREDIT,SUCCESS
2131,396,81957,DEBIT,SUCCESS
2132,268,22880,DEBIT,SUCCESS
2133,403,80403,CREDIT,SUCCESS
2134,337,32648,CREDIT,FAILED
2135,137,16227,CREDIT,FAILED
2136,288,81283,CREDIT,FAILED
2137,471,7114,CREDIT,SUCCESS
2138,374,40595,CREDIT,SUCCESS
2139,460,62489,CREDIT,FAILED
2140,219,59055,DEBIT,SUCCESS
2141,346,21618,CREDIT,SUCCESS
2142,393,6875,DEBIT,SUCCESS
2143,192,78208,DEBIT,SUCCESS
2144,458,6963,CREDIT,SUCCESS
2145,290,5286,CREDIT,SUCCESS
2146,458,28020,DEBIT,SUCCESS
2147,331,77922,DEBIT,FAILED
2148,480,77015,CREDIT,SUCCESS
2149,300,18364,CREDIT,SUCCESS
2150,147,96879,CREDIT,SUCCESS
2151,208,92805,CREDIT,SUCCESS
2152,235,89850,CREDIT,SUCCESS
2153,495,43495,CREDIT,FAILED
2154,113,82754,DEBIT,SUCCESS
2155,328,26654,DEBIT,SUCCESS
2156,479,7542,DEBIT,SUCCESS
2157,223,52959,DEBIT,SUCCESS
2158,497,1844,DEBIT,SUCCESS
2159,359,80825,DEBIT,SUCCESS
2160,297,85647,DEBIT,SUCCESS
2161,500,16252,CREDIT,SUCCESS
2162,222,46823,CREDIT,SUCCESS
2163,346,63646,DEBIT,SUCCESS
2164,337,94328,DEBIT,SUCCESS
2165,177,22569,CREDIT,SUCCESS
2166,258,47222,CREDIT,SUCCESS
2167,182,14525,DEBIT,SUCCESS
2168,217,5664,CREDIT,SUCCESS
2169,379,67809,DEBIT,SUCCESS
2170,289,59840,CREDIT,SUCCESS
2171,442,54611,DEBIT,SUCCESS
2172,201,62795,DEBIT,SUCCESS
2173,411,36717,DEBIT,SUCCESS
2174,369,79975,CREDIT,FAILED
2175,219,99206,CREDIT,SUCCESS
2176,217,53741,CREDIT,SUCCESS
2177,122,37185,CREDIT,FAILED
2178,311,49855,DEBIT,SUCCESS
2179,281,90516,CREDIT,SUCCESS
2180,279,34522,DEBIT,SUCCESS
2181,226,41788,DEBIT,SUCCESS
2182,131,24399,DEBIT,FAILED
2183,326,36962,DEBIT,FAILED
2184,290,54848,DEBIT,SUCCESS
2185,205,89321,CREDIT,FAILED
2186,239,24498,CREDIT,FAILED
2187,215,58333,CREDIT,SUCCESS
2188,172,77632,DEBIT,SUCCESS
2189,151,53497,CREDIT,SUCCESS
2190,435,76713,CREDIT,SUCCESS
2191,254,49883,CREDIT,SUCCESS
2192,378,41561,CREDIT,SUCCESS
2193,111,47002,DEBIT,SUCCESS
2194,373,58860,DEBIT,FAILED
2195,472,27902,CREDIT,SUCCESS
2196,261,27462,CREDIT,SUCCESS
2197,443,45159,CREDIT,SUCCESS
2198,294,99299,CREDIT,FAILED
2199,406,61523,CREDIT,FAILED
2200,392,18195,DEBIT,SUCCESS
2201,440,6253,DEBIT,SUCCESS
2202,448,42292,DEBIT,SUCCESS
2203,162,42912,DEBIT,SUCCESS
2204,272,49472,DEBIT,FAILED
2205,487,11295,CREDIT,SUCCESS
2206,422,89679,DEBIT,SUCCESS
2207,149,78241,CREDIT,SUCCESS
2208,321,88581,DEBIT,FAILED
2209,326,9107,DEBIT,SUCCESS
2210,308,32166,DEBIT,FAILED
2211,160,40995,CREDIT,SUCCESS
2212,462,21490,DEBIT,FAILED
2213,254,81352,DEBIT,SUCCESS
2214,187,79263,CREDIT,SUCCESS
2215,140,22141,DEBIT,SUCCESS
2216,467,29300,CREDIT,SUCCESS
2217,218,34576,CREDIT,SUCCESS
2218,398,76136,CREDIT,SUCCESS
2219,435,35867,DEBIT,SUCCESS
2220,418,15908,CREDIT,FAILED
2221,379,51559,CREDIT,FAILED
2222,475,6732,DEBIT,SUCCESS
2223,194,96196,DEBIT,SUCCESS
2224,341,40512,DEBIT,FAILED
2225,286,84936,DEBIT,FAILED
2226,305,86107,DEBIT,SUCCESS
2227,364,63707,CREDIT,SUCCESS
2228,329,96492,CREDIT,FAILED
2229,300,47834,DEBIT,SUCCESS
2230,158,10134,CREDIT,SUCCESS
2231,386,99144,DEBIT,FAILED
2232,226,26290,DEBIT,SUCCESS
2233,483,59054,DEBIT,SUCCESS
2234,313,91313,CREDIT,SUCCESS
2235,138,3470,DEBIT,SUCCESS
2236,118,92049,DEBIT,SUCCESS
2237,440,55919,DEBIT,SUCCESS
2238,398,5823,DEBIT,SUCCESS
2239,414,98304,DEBIT,SUCCESS
2240,105,94051,CREDIT,FAILED
2241,290,78662,DEBIT,SUCCESS
2242,192,9115,DEBIT,SUCCESS
2243,498,76217,CREDIT,SUCCESS
2244,348,19587,DEBIT,SUCCESS
2245,106,72516,DEBIT,FAILED
2246,469,17591,CREDIT,SUCCESS
2247,274,2606,DEBIT,FAILED
2248,403,32920,CREDIT,FAILED
2249,329,74973,DEBIT,SUCCESS
2250,254,17350,CREDIT,SUCCESS
2251,463,28432,CREDIT,SUCCESS
2252,104,72541,CREDIT,SUCCESS
2253,434,12040,DEBIT,SUCCESS
2254,364,69154,DEBIT,FAILED
2255,109,59796,CREDIT,SUCCESS
2256,283,78601,CREDIT,SUCCESS
2257,144,46757,CREDIT,SUCCESS
2258,187,95717,DEBIT,SUCCESS
2259,299,86667,DEBIT,SUCCESS
2260,445,75097,DEBIT,FAILED
2261,494,4790,CREDIT,SUCCESS
2262,365,81456,CREDIT,SUCCESS
2263,259,32209,CREDIT,FAILED
2264,400,79348,DEBIT,SUCCESS
2265,207,77057,CREDIT,SUCCESS
2266,229,11867,CREDIT,FAILED
2267,438,92841,CREDIT,SUCCESS
2268,437,86434,CREDIT,SUCCESS
2269,190,38021,CREDIT,FAILED
2270,448,37290,DEBIT,SUCCESS
2271,155,40611,DEBIT,SUCCESS
2272,175,4224,CREDIT,SUCCESS
2273,105,91498,CREDIT,SUCCESS
2274,254,59336,DEBIT,SUCCESS
2275,343,67478,CREDIT,FAILED
2276,487,87219,DEBIT,FAILED
2277,178,11063,DEBIT,SUCCESS
2278,321,29443,CREDIT,SUCCESS
2279,326,42003,DEBIT,SUCCESS
2280,122,6213,CREDIT,SUCCESS
2281,242,45710,DEBIT,SUCCESS
2282,190,58673,CREDIT,FAILED
2283,277,33779,DEBIT,SUCCESS
2284,315,67412,CREDIT,SUCCESS
2285,202,88479,DEBIT,SUCCESS
2286,128,89315,DEBIT,SUCCESS
2287,445,5515,CREDIT,FAILED
2288,136,27157,DEBIT,SUCCESS
2289,196,99328,DEBIT,SUCCESS
2290,383,67944,DEBIT,SUCCESS
2291,150,78325,DEBIT,SUCCESS
2292,338,34805,DEBIT,SUCCESS
2293,401,96631,DEBIT,SUCCESS
2294,438,1991,DEBIT,SUCCESS
2295,159,6764,DEBIT,SUCCESS
2296,249,81892,DEBIT,SUCCESS
2297,306,67154,DEBIT,FAILED
2298,430,85620,DEBIT,FAILED
2299,208,63321,CREDIT,SUCCESS
2300,214,32698,CREDIT,SUCCESS
2301,453,48621,DEBIT,SUCCESS
2302,171,8274,CREDIT,SUCCESS
2303,231,85114,CREDIT,FAILED
2304,369,1923,DEBIT,SUCCESS
2305,482,39154,CREDIT,SUCCESS
2306,117,48828,CREDIT,FAILED
2307,193,68032,DEBIT,FAILED
2308,163,69823,DEBIT,SUCCESS
2309,312,10463,DEBIT,SUCCESS
2310,239,7015,DEBIT,FAILED
2311,396,96731,CREDIT,FAILED
2312,104,5944,DEBIT,SUCCESS
2313,283,35887,DEBIT,FAILED
2314,157,51698,CREDIT,SUCCESS
2315,297,52094,CREDIT,SUCCESS
2316,111,62970,DEBIT,SUCCESS
2317,185,51084,CREDIT,SUCCESS
2318,157,44986,CREDIT,SUCCESS
2319,438,26627,DEBIT,SUCCESS
2320,260,48427,CREDIT,SUCCESS
2321,180,3138,CREDIT,FAILED
2322,200,31662,CREDIT,SUCCESS
2323,308,84693,CREDIT,SUCCESS
2324,137,85251,DEBIT,FAILED
2325,440,3735,DEBIT,SUCCESS
2326,123,79943,DEBIT,SUCCESS
2327,249,86540,DEBIT,SUCCESS
2328,110,79860,CREDIT,SUCCESS
2329,135,11311,CREDIT,SUCCESS
2330,475,74040,CREDIT,SUCCESS
2331,297,86891,DEBIT,SUCCESS
2332,404,70458,CREDIT,SUCCESS
2333,288,84176,DEBIT,SUCCESS
2334,125,17481,DEBIT,SUCCESS
2335,408,10895,CREDIT,FAILED
2336,118,57355,DEBIT,FAILED
2337,495,46403,CREDIT,SUCCESS
2338,169,17285,CREDIT,SUCCESS
2339,243,3650,CREDIT,SUCCESS
2340,226,69429,CREDIT,FAILED
2341,159,88794,CREDIT,SUCCESS
2342,434,49874,DEBIT,FAILED
2343,357,26362,DEBIT,SUCCESS
2344,309,71741,DEBIT,SUCCESS
2345,116,79661,CREDIT,FAILED
2346,446,89263,CREDIT,SUCCESS
2347,321,39242,CREDIT,SUCCESS
2348,216,45964,DEBIT,SUCCESS
2349,333,12350,CREDIT,SUCCESS
2350,431,48622,CREDIT,SUCCESS
2351,329,1161,DEBIT,FAILED
2352,493,86688,CREDIT,FAILED
2353,124,27493,DEBIT,FAILED
2354,478,6392,CREDIT,SUCCESS
2355,484,53642,CREDIT,SUCCESS
2356,375,65773,CREDIT,FAILED
2357,447,41393,CREDIT,SUCCESS
2358,382,67865,DEBIT,SUCCESS
2359,499,40367,CREDIT,SUCCESS
2360,300,35442,CREDIT,SUCCESS
2361,490,91759,CREDIT,SUCCESS
2362,432,98338,DEBIT,FAILED
2363,105,74045,CREDIT,FAILED
2364,377,56326,DEBIT,SUCCESS
2365,433,8239,DEBIT,SUCCESS
2366,375,60429,CREDIT,FAILED
2367,175,76205,DEBIT,SUCCESS
2368,331,83904,CREDIT,SUCCESS
2369,231,51983,DEBIT,SUCCESS
2370,458,15840,DEBIT,FAILED
2371,213,46236,DEBIT,FAILED
2372,443,59199,DEBIT,FAILED
2373,406,5404,DEBIT,SUCCESS
2374,269,50183,CREDIT,SUCCESS
2375,122,2803,CREDIT,FAILED
2376,409,14183,CREDIT,SUCCESS
2377,318,10725,DEBIT,SUCCESS
2378,419,58313,CREDIT,SUCCESS
2379,379,97441,CREDIT,SUCCESS
2380,134,11335,CREDIT,FAILED
2381,224,92850,CREDIT,SUCCESS
2382,144,88140,CREDIT,SUCCESS
2383,448,88847,DEBIT,SUCCESS
2384,423,34480,DEBIT,SUCCESS
2385,450,88149,CREDIT,SUCCESS
2386,292,3900,DEBIT,SUCCESS
2387,473,53981,CREDIT,SUCCESS
2388,349,81836,DEBIT,SUCCESS
2389,422,36005,CREDIT,SUCCESS
2390,398,78866,DEBIT,SUCCESS
2391,425,3362,CREDIT,SUCCESS
2392,270,33799,DEBIT,SUCCESS
2393,170,53560,CREDIT,SUCCESS
2394,430,50334,DEBIT,SUCCESS
2395,309,95344,CREDIT,SUCCESS
2396,241,43830,CREDIT,SUCCESS
2397,310,32223,DEBIT,FAILED
2398,204,54849,DEBIT,SUCCESS
2399,454,76547,CREDIT,FAILED
2400,433,91991,CREDIT,SUCCESS
2401,424,34807,CREDIT,SUCCESS
2402,131,32440,CREDIT,FAILED
2403,309,72697,CREDIT,FAILED
2404,230,9430,DEBIT,FAILED
2405,234,71134,CREDIT,SUCCESS
2406,479,22602,DEBIT,SUCCESS
2407,332,74724,CREDIT,FAILED
2408,374,41945,CREDIT,FAILED
2409,198,41275,DEBIT,FAILED
2410,468,20353,CREDIT,SUCCESS
2411,352,72396,DEBIT,SUCCESS
2412,269,25853,CREDIT,FAILED
2413,384,28482,CREDIT,SUCCESS
2414,465,56070,DEBIT,SUCCESS
2415,294,58449,CREDIT,SUCCESS
2416,414,18062,CREDIT,SUCCESS
2417,271,55714,DEBIT,SUCCESS
2418,436,40781,CREDIT,SUCCESS
2419,325,17225,DEBIT,SUCCESS
2420,306,54918,DEBIT,SUCCESS
2421,376,98407,DEBIT,FAILED
2422,233,87667,CREDIT,SUCCESS
2423,218,17618,DEBIT,FAILED
2424,220,44025,CREDIT,SUCCESS
2425,271,29225,CREDIT,SUCCESS
2426,463,94661,CREDIT,SUCCESS
2427,274,47923,CREDIT,SUCCESS
2428,153,94415,DEBIT,SUCCESS
2429,446,90998,CREDIT,SUCCESS
2430,332,84180,DEBIT,SUCCESS
2431,237,84237,CREDIT,FAILED
2432,390,9994,DEBIT,FAILED
2433,387,65399,CREDIT,SUCCESS
2434,166,55889,CREDIT,SUCCESS
2435,370,23509,CREDIT,SUCCESS
2436,441,38613,DEBIT,SUCCESS
2437,421,19181,DEBIT,SUCCESS
2438,384,46994,CREDIT,FAILED
2439,450,13960,CREDIT,SUCCESS
2440,304,80626,DEBIT,SUCCESS
2441,424,11918,CREDIT,SUCCESS
2442,206,88800,CREDIT,SUCCESS
2443,231,71438,DEBIT,FAILED
2444,497,45820,DEBIT,SUCCESS
2445,174,9151,CREDIT,SUCCESS
2446,286,85544,DEBIT,SUCCESS
2447,255,39220,CREDIT,FAILED
2448,274,70405,DEBIT,SUCCESS
2449,404,27220,DEBIT,FAILED
2450,178,9450,CREDIT,SUCCESS
2451,155,62350,DEBIT,SUCCESS
2452,234,99899,CREDIT,SUCCESS
2453,115,86669,DEBIT,SUCCESS
2454,396,10991,DEBIT,SUCCESS
2455,123,3240,CREDIT,SUCCESS
2456,469,5394,DEBIT,SUCCESS
2457,276,87249,DEBIT,SUCCESS
2458,438,92542,CREDIT,SUCCESS
2459,460,99157,DEBIT,SUCCESS
2460,272,80876,CREDIT,SUCCESS
2461,205,95625,DEBIT,SUCCESS
2462,493,75995,DEBIT,SUCCESS
2463,170,7033,CREDIT,FAILED
2464,454,82789,CREDIT,SUCCESS
2465,103,55767,CREDIT,SUCCESS
2466,119,6900,DEBIT,SUCCESS
2467,485,37414,DEBIT,FAILED
2468,162,94291,CREDIT,SUCCESS
2469,429,69471,CREDIT,SUCCESS
2470,221,96254,CREDIT,SUCCESS
2471,403,78592,CREDIT,FAILED
2472,147,50082,DEBIT,FAILED
2473,361,75886,DEBIT,SUCCESS
2474,110,33401,CREDIT,FAILED
2475,312,15068,CREDIT,SUCCESS
2476,234,58702,DEBIT,SUCCESS
2477,158,29354,DEBIT,FAILED
2478,183,33469,DEBIT,SUCCESS
2479,324,99274,CREDIT,SUCCESS
2480,183,32246,CREDIT,SUCCESS
2481,368,24883,DEBIT,SUCCESS
2482,487,23630,CREDIT,SUCCESS
2483,257,52138,DEBIT,SUCCESS
2484,435,62762,DEBIT,SUCCESS
2485,495,97653,DEBIT,SUCCESS
2486,317,97836,CREDIT,SUCCESS
2487,155,68487,DEBIT,FAILED
2488,284,5489,DEBIT,FAILED
2489,236,65606,CREDIT,SUCCESS
2490,307,92700,CREDIT,SUCCESS
2491,315,43228,DEBIT,SUCCESS
2492,163,49185,CREDIT,SUCCESS
2493,300,67101,CREDIT,FAILED
2494,461,79168,CREDIT,FAILED
2495,293,77261,DEBIT,SUCCESS
2496,122,94471,CREDIT,SUCCESS
2497,285,65959,CREDIT,SUCCESS
2498,454,10794,CREDIT,SUCCESS
2499,157,67853,CREDIT,SUCCESS
2500,134,72862,DEBIT,SUCCESS
2501,406,87374,DEBIT,SUCCESS
2502,343,16403,DEBIT,SUCCESS
2503,486,47340,DEBIT,SUCCESS
2504,223,36446,DEBIT,SUCCESS
2505,362,37070,DEBIT,SUCCESS
2506,330,45881,CREDIT,FAILED
2507,214,8441,DEBIT,SUCCESS
2508,465,79140,CREDIT,SUCCESS
2509,240,42828,CREDIT,SUCCESS
2510,358,5549,DEBIT,SUCCESS
2511,278,65538,DEBIT,FAILED
2512,374,74811,DEBIT,SUCCESS
2513,358,22660,DEBIT,SUCCESS
2514,227,8176,DEBIT,SUCCESS
2515,482,51640,DEBIT,SUCCESS
2516,425,83954,DEBIT,SUCCESS
2517,173,46132,CREDIT,SUCCESS
2518,389,73117,DEBIT,FAILED
2519,269,19822,CREDIT,SUCCESS
2520,484,82644,DEBIT,SUCCESS
2521,429,62873,DEBIT,SUCCESS
2522,489,38768,CREDIT,SUCCESS
2523,334,13087,DEBIT,SUCCESS
2524,307,55941,DEBIT,SUCCESS
2525,235,1887,DEBIT,SUCCESS
2526,202,90242,CREDIT,SUCCESS
2527,329,87975,CREDIT,SUCCESS
2528,301,4813,CREDIT,FAILED
2529,149,82608,CREDIT,FAILED
2530,425,14087,CREDIT,SUCCESS
2531,461,80388,DEBIT,FAILED
2532,381,22296,DEBIT,SUCCESS
2533,340,31406,DEBIT,SUCCESS
2534,401,26089,DEBIT,FAILED
2535,173,86142,CREDIT,SUCCESS
2536,150,95664,DEBIT,SUCCESS
2537,421,75403,CREDIT,FAILED
2538,271,21466,CREDIT,FAILED
2539,284,96170,CREDIT,SUCCESS
2540,348,86155,CREDIT,SUCCESS
2541,444,27479,CREDIT,SUCCESS
2542,315,36937,CREDIT,SUCCESS
2543,125,83998,DEBIT,SUCCESS
2544,119,34744,DEBIT,SUCCESS
2545,343,11146,DEBIT,FAILED
2546,121,64642,CREDIT,SUCCESS
2547,421,57360,CREDIT,SUCCESS
2548,476,69712,DEBIT,SUCCESS
2549,196,74205,DEBIT,FAILED
2550,419,36603,CREDIT,SUCCESS
2551,188,47550,DEBIT,FAILED
2552,177,46573,DEBIT,FAILED
2553,401,67112,CREDIT,SUCCESS
2554,414,45411,CREDIT,SUCCESS
2555,372,91943,DEBIT,SUCCESS
2556,396,71044,CREDIT,SUCCESS
2557,306,68834,DEBIT,SUCCESS
2558,283,30892,CREDIT,FAILED
2559,374,38098,CREDIT,SUCCESS
2560,379,62635,CREDIT,SUCCESS
2561,274,44670,CREDIT,SUCCESS
2562,355,47124,CREDIT,SUCCESS
2563,113,29886,DEBIT,SUCCESS
2564,317,23269,CREDIT,FAILED
2565,257,48531,DEBIT,SUCCESS
2566,142,23014,CREDIT,FAILED
2567,144,59493,CREDIT,SUCCESS
2568,399,65371,DEBIT,SUCCESS
2569,493,46436,DEBIT,SUCCESS
2570,225,32217,DEBIT,FAILED
2571,338,6886,DEBIT,SUCCESS
2572,243,78864,CREDIT,SUCCESS
2573,402,22901,CREDIT,FAILED
2574,185,33686,CREDIT,SUCCESS
2575,387,94622,CREDIT,SUCCESS
2576,245,21993,DEBIT,SUCCESS
2577,464,96757,DEBIT,FAILED
2578,420,85156,CREDIT,SUCCESS
2579,207,68841,DEBIT,SUCCESS
2580,430,1141,DEBIT,SUCCESS
2581,180,99672,CREDIT,SUCCESS
2582,289,24571,CREDIT,SUCCESS
2583,262,45436,DEBIT,SUCCESS
2584,151,88645,DEBIT,SUCCESS
2585,442,86483,DEBIT,SUCCESS
2586,293,21519,DEBIT,SUCCESS
2587,260,9028,CREDIT,SUCCESS
2588,389,86337,DEBIT,FAILED
2589,286,30751,CREDIT,SUCCESS
2590,385,37673,DEBIT,SUCCESS
2591,408,77859,DEBIT,SUCCESS
2592,104,15205,CREDIT,SUCCESS
2593,360,91077,CREDIT,SUCCESS
2594,486,54340,CREDIT,SUCCESS
2595,323,93009,DEBIT,SUCCESS
2596,307,11425,DEBIT,SUCCESS
2597,435,22572,CREDIT,SUCCESS
2598,258,67054,DEBIT,SUCCESS
2599,225,37601,CREDIT,FAILED
2600,267,22386,DEBIT,SUCCESS
2601,421,16792,DEBIT,FAILED
2602,362,69675,CREDIT,SUCCESS
2603,434,73006,DEBIT,SUCCESS
2604,262,18444,DEBIT,SUCCESS
2605,167,48093,CREDIT,SUCCESS
2606,293,84093,CREDIT,SUCCESS
2607,255,49890,CREDIT,SUCCESS
2608,279,31550,CREDIT,SUCCESS
2609,192,81969,CREDIT,SUCCESS
2610,187,83799,CREDIT,SUCCESS
2611,266,46668,CREDIT,SUCCESS
2612,422,52177,CREDIT,SUCCESS
2613,256,26485,DEBIT,FAILED
2614,361,61394,CREDIT,SUCCESS
2615,148,35844,CREDIT,SUCCESS
2616,351,92935,CREDIT,SUCCESS
2617,222,47532,CREDIT,SUCCESS
2618,365,82462,DEBIT,SUCCESS
2619,228,19817,CREDIT,SUCCESS
2620,342,53682,CREDIT,SUCCESS
2621,399,46948,CREDIT,SUCCESS
2622,391,94847,CREDIT,SUCCESS
2623,364,96172,CREDIT,SUCCESS
2624,304,66343,DEBIT,SUCCESS
2625,289,11569,DEBIT,SUCCESS
2626,251,42868,CREDIT,SUCCESS
2627,491,53823,CREDIT,SUCCESS
2628,184,17507,CREDIT,SUCCESS
2629,438,84788,CREDIT,SUCCESS
2630,261,14784,CREDIT,FAILED
2631,304,21368,CREDIT,SUCCESS
2632,191,87104,CREDIT,SUCCESS
2633,400,7145,CREDIT,SUCCESS
2634,292,25475,CREDIT,SUCCESS
2635,317,29441,DEBIT,FAILED
2636,253,4368,DEBIT,FAILED
2637,122,11982,CREDIT,FAILED
2638,409,60614,DEBIT,FAILED
2639,415,47605,DEBIT,SUCCESS
2640,133,83321,CREDIT,SUCCESS
2641,194,23985,CREDIT,FAILED
2642,353,39433,CREDIT,SUCCESS
2643,155,35976,DEBIT,SUCCESS
2644,214,35628,DEBIT,SUCCESS
